type,year,statement,mirror,difficulty,discipline_id
discursive,2023,"Aborde o conceito e a classificação das despesas públicas, diferenciando despesas correntes e despesas de capital. Além disso, apresente exemplos de cada uma dessas categorias e explique a importância do planejamento e controle dessas despesas na gestão financeira e orçamentária do setor público.","Despesas públicas são os gastos realizados pelo Estado para atender às necessidades da sociedade e cumprir suas funções. As despesas públicas são classificadas em correntes e de capital. Despesas correntes são aquelas destinadas à manutenção da máquina pública e aos serviços prestados à população, como despesas com pessoal, custeio e transferências correntes. Exemplos de despesas correntes incluem salários de servidores, compra de materiais de consumo e pagamento de benefícios previdenciários. Despesas de capital são recursos destinados a investimentos e à aquisição de bens de capital, como construção de obras públicas e aquisição de equipamentos. Exemplos de despesas de capital incluem investimentos em infraestrutura, compra de veículos e máquinas. O planejamento e controle dessas despesas são fundamentais na gestão financeira e orçamentária do setor público, pois garantem a eficiência e a eficácia na alocação dos recursos, contribuindo para a sustentabilidade fiscal e a qualidade dos serviços públicos prestados.",6,2
discursive,2023,"Explique o conceito de governança pública e seus princípios fundamentais. Além disso, discuta como a implementação da governança pública pode melhorar a qualidade e a eficiência dos serviços públicos e promover a participação dos cidadãos nas decisões do governo.","Governança pública é o processo pelo qual os governos tomam e implementam decisões, visando promover o bem-estar da população e garantir a sustentabilidade dos recursos públicos. Os princípios fundamentais da governança pública incluem transparência, responsabilidade, eficácia, eficiência, equidade e participação. A implementação da governança pública pode melhorar a qualidade e a eficiência dos serviços públicos, pois promove a transparência na gestão dos recursos públicos, a responsabilização dos gestores públicos e a tomada de decisões baseada em evidências. Além disso, a governança pública promove a participação dos cidadãos nas decisões do governo, por meio de mecanismos como consultas públicas, audiências públicas e conselhos participativos, garantindo que as políticas e serviços públicos sejam alinhados com as necessidades e expectativas da população.",7,3
discursive,2023,"Explique o conceito de governança pública e sua importância para a administração pública. Além disso, apresente os princípios e as práticas que caracterizam uma boa governança pública e discuta como a implementação desses princípios pode contribuir para a melhoria dos serviços e políticas públicas.","Governança pública refere-se ao conjunto de processos, políticas e instituições que definem como os governos tomam decisões, exercem poder e implementam políticas públicas. A governança pública é importante para a administração pública, pois está relacionada à qualidade das decisões, à legitimidade das ações governamentais e à capacidade de atender às necessidades e expectativas dos cidadãos. Os princípios e práticas que caracterizam uma boa governança pública incluem: transparência, responsabilidade, participação, equidade, eficiência, eficácia e efetividade, e orientação por consenso. A implementação desses princípios na administração pública pode contribuir para a melhoria dos serviços e políticas públicas ao garantir que as decisões sejam tomadas de forma aberta e inclusiva, que os recursos sejam alocados de maneira eficiente e eficaz, e que as ações governamentais sejam responsáveis e voltadas para o bem-estar da sociedade.",7,3
discursive,2023,"Aborde a importância do planejamento estratégico no contexto da administração pública brasileira, descrevendo os principais elementos que compõem esse processo. Além disso, discuta como a aplicação do planejamento estratégico pode contribuir para a melhoria da eficiência e eficácia dos serviços públicos.","O planejamento estratégico é uma ferramenta de gestão que visa estabelecer diretrizes, metas e ações para a organização no longo prazo, de forma a torná-la mais eficiente e eficaz no alcance de seus objetivos. No contexto da administração pública brasileira, o planejamento estratégico é fundamental para garantir a efetiva alocação de recursos e a oferta de serviços públicos de qualidade para a população. Os principais elementos que compõem esse processo incluem a definição da missão, visão e valores da organização, a análise dos ambientes interno e externo, a formulação de objetivos estratégicos e a elaboração de planos de ação. A aplicação do planejamento estratégico na administração pública pode contribuir para a melhoria da eficiência e eficácia dos serviços públicos, uma vez que permite identificar oportunidades e ameaças, alocar recursos de forma mais racional e alinhar as ações governamentais às necessidades da sociedade.",7,3
discursive,2023,"Discuta a importância da liderança e gestão de pessoas no setor público, considerando os principais desafios enfrentados pelos gestores públicos e as possíveis estratégias para superá-los. Aborde também o papel da capacitação e do desenvolvimento de competências na melhoria do desempenho dos servidores públicos.","A liderança e gestão de pessoas são fundamentais no setor público, pois afetam diretamente a qualidade dos serviços prestados à população e o cumprimento das metas governamentais. Dentre os principais desafios enfrentados pelos gestores públicos, destacam-se a burocracia, a falta de recursos e a rigidez nas regras de contratação e promoção. Para superar esses obstáculos, é possível investir em capacitação e desenvolvimento de competências, estabelecer parcerias com outras organizações, promover a inovação e a melhoria contínua dos processos e criar um ambiente de trabalho colaborativo e motivador. A capacitação e o desenvolvimento de competências são cruciais para melhorar o desempenho dos servidores públicos, pois permitem aprimorar suas habilidades técnicas e gerenciais, favorecendo a tomada de decisões mais eficientes e a implementação de políticas públicas mais eficazes.",8,3
discursive,2023,"Aborde o conceito de planejamento estratégico na administração pública e explique a importância deste processo para a gestão pública eficiente. Além disso, apresente e descreva brevemente as etapas do planejamento estratégico no contexto da administração pública.","O planejamento estratégico na administração pública é um processo contínuo e sistemático de definição de objetivos, metas e ações governamentais, baseado na análise das oportunidades e ameaças do ambiente e das forças e fraquezas internas, com o intuito de melhorar a eficiência, eficácia e efetividade das políticas públicas e serviços prestados à sociedade. O planejamento estratégico é importante para a gestão pública eficiente, pois permite a alocação otimizada de recursos, a identificação de prioridades e a avaliação do desempenho das políticas e ações governamentais. As etapas do planejamento estratégico na administração pública incluem: 1) diagnóstico situacional, que envolve a análise do ambiente externo e interno; 2) formulação da visão, missão e valores da organização pública; 3) definição de objetivos e metas; 4) elaboração de planos de ação; 5) implementação das ações planejadas; e 6) monitoramento e avaliação do desempenho.",7,3
discursive,2023,"Discuta a importância do planejamento estratégico na administração pública e como ele pode contribuir para a eficiência e eficácia das políticas e serviços públicos. Além disso, apresente os elementos-chave de um planejamento estratégico e descreva as etapas do processo de elaboração de um plano estratégico.","O planejamento estratégico é fundamental na administração pública, pois permite aos governos estabelecer metas e objetivos claros, priorizar recursos e ações, e monitorar e avaliar o progresso em direção aos resultados desejados. O planejamento estratégico contribui para a eficiência e eficácia das políticas e serviços públicos ao garantir que as ações do governo estejam alinhadas com as necessidades e expectativas dos cidadãos e que os recursos sejam alocados de forma a maximizar o impacto. Os elementos-chave de um planejamento estratégico incluem: visão, missão, objetivos, estratégias e indicadores de desempenho. As etapas do processo de elaboração de um plano estratégico envolvem: diagnóstico situacional, definição de visão e missão, estabelecimento de objetivos e metas, desenvolvimento de estratégias e planos de ação, implementação e monitoramento, e avaliação e revisão.",8,3
discursive,2023,"Explique o papel do líder na administração pública e a importância da liderança para a efetividade das políticas e ações governamentais. Além disso, descreva quais características um líder no setor público deve possuir para ser bem-sucedido.","O líder na administração pública tem o papel de guiar, coordenar e motivar equipes de trabalho, além de tomar decisões estratégicas para a implementação e execução de políticas públicas. A liderança é fundamental para a efetividade das políticas e ações governamentais, pois uma liderança eficiente é capaz de orientar equipes na busca por melhores resultados, promover a integração entre diferentes setores e estimular a inovação e a melhoria contínua dos processos. Um líder bem-sucedido no setor público deve possuir características como visão estratégica, habilidade para comunicar-se de forma clara e eficiente, capacidade de inspirar e motivar equipes, habilidade para gerenciar conflitos e tomar decisões, adaptabilidade às mudanças e comprometimento com a ética e a transparência.",6,3
discursive,2023,Descreva o conceito de accountability no âmbito da administração pública e explique como a transparência e o controle social podem contribuir para o fortalecimento da accountability no Brasil. Apresente também exemplos de instrumentos ou ações que possam ser utilizados para promover a accountability no setor público.,"Accountability é um conceito que envolve a responsabilização e a prestação de contas dos agentes públicos em relação às suas ações e decisões. Na administração pública, a accountability é fundamental para garantir a integridade, a transparência e a efetividade das políticas e serviços públicos. A transparência e o controle social são elementos-chave para o fortalecimento da accountability no Brasil, uma vez que permitem aos cidadãos acompanhar, fiscalizar e participar das decisões e ações do governo. Alguns exemplos de instrumentos ou ações que podem ser utilizados para promover a accountability no setor público incluem a divulgação de informações sobre orçamento, contratos e licitações em plataformas digitais, a criação de conselhos e comissões de fiscalização envolvendo a participação da sociedade civil e a realização de audiências públicas para debater temas de interesse público.",6,3
discursive,2023,"Explique o conceito de inovação na administração pública e a importância de se promover a inovação no setor público brasileiro. Além disso, descreva dois exemplos de inovações recentes que impactaram positivamente a prestação de serviços públicos no Brasil.","A inovação na administração pública refere-se à introdução de novas ideias, processos, produtos ou serviços que resultem em melhorias significativas no desempenho e na efetividade das políticas públicas e na prestação de serviços. A promoção da inovação no setor público brasileiro é de extrema importância para enfrentar desafios complexos, melhorar a eficiência e eficácia das ações governamentais e aumentar a satisfação dos cidadãos. Um exemplo de inovação recente na administração pública brasileira é a implementação do sistema eletrônico de informações (SEI), que tem como objetivo agilizar e simplificar os processos administrativos, reduzindo custos e aumentando a transparência. Outro exemplo é a digitalização de serviços públicos, como a emissão de documentos e a realização de consultas e agendamentos, através de aplicativos e plataformas digitais, facilitando o acesso dos cidadãos aos serviços públicos e melhorando a qualidade desses serviços.",6,3
discursive,2023,"Descreva a importância da gestão de pessoas no setor público e explique os principais desafios enfrentados pelos gestores públicos nessa área. Além disso, apresente estratégias ou práticas que podem ser adotadas para superar esses desafios e melhorar a gestão de pessoas na administração pública.","A gestão de pessoas no setor público é fundamental para garantir a eficiência, eficácia e efetividade das políticas e ações governamentais, uma vez que um quadro de servidores públicos bem preparado, motivado e comprometido é capaz de contribuir significativamente para a qualidade e a entrega dos serviços públicos. Os principais desafios enfrentados pelos gestores públicos na gestão de pessoas incluem: recrutamento e seleção de pessoal qualificado, capacitação e desenvolvimento contínuo dos servidores, motivação e engajamento dos funcionários, e gestão de conflitos e diversidade. Algumas estratégias ou práticas que podem ser adotadas para superar esses desafios e melhorar a gestão de pessoas na administração pública são: 1) aprimorar os processos seletivos, valorizando as competências técnicas e comportamentais; 2) promover programas de capacitação e desenvolvimento, alinhados com as necessidades da organização pública; 3) estabelecer sistemas de avaliação de desempenho e de reconhecimento; e 4) implementar práticas de gestão inclusiva e participativa, que favoreçam a colaboração e o trabalho em equipe.",8,3
discursive,2023,"Descreva o processo de auditoria operacional no âmbito do setor público, incluindo seus principais objetivos, etapas e benefícios para a administração pública. Além disso, apresente um exemplo prático de como uma auditoria operacional pode contribuir para a melhoria da eficiência e eficácia de um órgão público.","A auditoria operacional no setor público é um processo que avalia a eficiência, eficácia e economicidade das atividades e programas governamentais, visando promover a melhoria contínua da gestão pública. Os principais objetivos da auditoria operacional são identificar oportunidades de melhoria nos processos e práticas dos órgãos públicos e fornecer recomendações para aprimorar a gestão e o desempenho. As etapas da auditoria operacional incluem o planejamento, a execução, a elaboração do relatório e o monitoramento das ações corretivas. Os benefícios da auditoria operacional para a administração pública são a otimização dos recursos, a melhoria dos processos e a promoção da transparência e responsabilidade. Um exemplo prático de como uma auditoria operacional pode contribuir para a melhoria da eficiência e eficácia de um órgão público é a identificação de gargalos e ineficiências na gestão de processos de licitação, seguida da implementação de medidas para aprimorar o planejamento, a execução e o controle desses processos.",8,4
discursive,2023,"Descreva o papel da auditoria governamental no contexto de transparência e controle público, identificando as principais ferramentas e métodos utilizados pelos órgãos de controle. Além disso, explique como a auditoria governamental pode contribuir para a prevenção e combate à corrupção.","A auditoria governamental tem um papel fundamental na promoção da transparência e controle público, uma vez que é responsável pela avaliação sistemática das ações e processos dos órgãos públicos, com foco em eficiência, eficácia e economicidade. As principais ferramentas e métodos utilizados pelos órgãos de controle incluem auditorias de conformidade, auditorias operacionais, auditorias financeiras, inspeções e monitoramento. A auditoria governamental contribui para a prevenção e combate à corrupção ao identificar irregularidades e falhas nos processos, bem como promover a melhoria contínua da gestão pública, o que, por sua vez, aumenta a transparência, a responsabilidade e a prestação de contas.",7,4
discursive,2023,"Descreva as principais diferenças entre a auditoria interna e a auditoria externa no contexto do setor público. Além disso, explique o papel e a importância da atuação conjunta dessas duas modalidades de auditoria para garantir a efetividade e a transparência na gestão dos recursos públicos.","A auditoria interna e a auditoria externa são duas modalidades de auditoria no contexto do setor público, e apresentam diferenças significativas em termos de objetivos, escopo e atuação. A auditoria interna é realizada por profissionais vinculados à própria entidade pública, e tem como objetivo principal avaliar e melhorar a eficácia dos processos de gestão de riscos, controle e governança. A auditoria externa, por sua vez, é realizada por órgãos ou entidades externas e independentes, como os Tribunais de Contas, e tem como principal objetivo verificar a legalidade, legitimidade e economicidade dos atos e fatos da administração pública. A atuação conjunta dessas duas modalidades de auditoria é fundamental para garantir a efetividade e a transparência na gestão dos recursos públicos, pois permite a identificação e correção de falhas e irregularidades, a melhoria dos processos de controle e governança, e a promoção da responsabilidade e prestação de contas dos gestores públicos.",6,4
discursive,2023,"Explique o conceito de controle interno no âmbito da administração pública, destacando seus objetivos e componentes. Além disso, discuta a relação entre controle interno e auditoria governamental, apresentando exemplos de como a auditoria pode auxiliar na melhoria do controle interno.","O controle interno na administração pública consiste no conjunto de processos e práticas que visam garantir a eficiência, eficácia e economicidade das ações governamentais, bem como o cumprimento das normas e regulamentações aplicáveis. Os objetivos do controle interno incluem prevenir e detectar erros, fraudes e irregularidades, assegurar a transparência e a responsabilidade, e promover a melhoria contínua dos processos e sistemas. Os componentes do controle interno envolvem o ambiente de controle, a avaliação de riscos, as atividades de controle, a informação e comunicação e o monitoramento. A relação entre controle interno e auditoria governamental é estreita, uma vez que a auditoria é uma ferramenta que permite avaliar e melhorar o sistema de controle interno. Por exemplo, uma auditoria operacional pode identificar falhas nos processos de um órgão público e sugerir melhorias que, quando implementadas, aumentam a eficiência e a eficácia do controle interno.",8,4
discursive,2023,"Discuta a importância do princípio da materialidade no contexto das auditorias governamentais. Além disso, explique como a materialidade pode ser aplicada na prática durante o planejamento e a execução de uma auditoria governamental.","O princípio da materialidade é fundamental no contexto das auditorias governamentais, pois permite aos auditores focarem nos aspectos mais relevantes e significativos das operações e transações analisadas, otimizando a alocação de recursos e o tempo durante o processo de auditoria. A materialidade é determinada considerando a magnitude e a natureza das distorções, erros ou irregularidades que possam afetar as conclusões e decisões dos usuários das informações auditadas. Na prática, a materialidade pode ser aplicada durante o planejamento da auditoria ao estabelecer os limites de tolerância para erros e distorções, assim como durante a execução da auditoria, ao determinar a profundidade e a abrangência das análises e testes a serem realizados, priorizando aqueles aspectos com maior impacto nos resultados e na gestão pública.",8,4
discursive,2023,"Explique a diferença entre auditoria interna e auditoria externa no âmbito do setor público, destacando suas principais funções e objetivos. Além disso, discuta a importância de ambos os tipos de auditoria para a eficiência e eficácia da gestão pública.","A auditoria interna no setor público é um processo de avaliação independente e objetiva das atividades de um órgão ou entidade, realizada por um departamento interno e com o objetivo de melhorar a eficiência e eficácia da gestão e do controle interno. As principais funções da auditoria interna são a análise de riscos, a avaliação dos sistemas de controle e a assessoria à gestão. A auditoria externa, por outro lado, é realizada por órgãos externos independentes, como tribunais de contas, e tem como objetivo principal verificar a conformidade das ações governamentais com as normas legais e regulamentares, bem como avaliar a eficiência, eficácia e economicidade dos recursos públicos. Ambos os tipos de auditoria são importantes para a gestão pública, uma vez que promovem a transparência, a responsabilidade e a melhoria contínua dos processos e práticas governamentais.",7,4
discursive,2023,"Explique o conceito de controle interno no setor público, abordando sua importância para a eficiência da gestão pública e os principais componentes que o compõem. Adicionalmente, discuta a relação entre o controle interno e a auditoria interna.","O controle interno no setor público é um conjunto de procedimentos, normas e rotinas estabelecidas pelos órgãos e entidades governamentais com o objetivo de garantir a eficiência, eficácia e efetividade das operações, a confiabilidade das informações financeiras e operacionais, e o cumprimento das leis, regulamentos e políticas estabelecidas. A importância do controle interno reside na sua capacidade de contribuir para a otimização dos recursos públicos, a prevenção e detecção de fraudes e irregularidades, e a promoção da transparência e da responsabilidade na gestão pública. Os principais componentes do controle interno incluem o ambiente de controle, a avaliação de riscos, as atividades de controle, a informação e comunicação, e o monitoramento. A relação entre o controle interno e a auditoria interna se dá no sentido de que a auditoria interna é responsável por avaliar e melhorar a eficácia do controle interno, através da revisão, análise e recomendação de melhorias nos processos de gestão de riscos, controle e governança.",7,4
discursive,2023,Descreva as principais características e objetivos da auditoria governamental e explique a importância do controle interno e externo para a eficiência e transparência da administração pública.,"A auditoria governamental é uma ferramenta essencial para a avaliação e o controle dos recursos públicos. Suas principais características incluem a objetividade, a imparcialidade e a competência técnica. Os objetivos dessa prática envolvem a promoção da transparência, a prevenção de irregularidades e a melhoria da eficiência dos órgãos públicos. O controle interno é realizado pelos próprios órgãos, enquanto o controle externo é exercido por entidades independentes, como os Tribunais de Contas. Ambos são fundamentais para assegurar a correta aplicação dos recursos e a transparência na administração pública, contribuindo para o fortalecimento das instituições e a promoção da ética e da responsabilidade no setor público.",7,4
discursive,2023,"Explique o conceito de controle interno no contexto da administração pública e descreva os principais objetivos e componentes de um sistema de controle interno eficaz. Além disso, discuta as implicações de um controle interno inadequado para a gestão pública e a responsabilização de gestores.","O controle interno, no contexto da administração pública, refere-se aos mecanismos, processos e procedimentos estabelecidos pelos órgãos governamentais para garantir a eficiência, eficácia e economicidade na gestão dos recursos públicos, bem como o cumprimento das leis e regulamentos aplicáveis. Os principais objetivos do controle interno são salvaguardar os ativos públicos, garantir a confiabilidade das informações financeiras e operacionais, promover a eficiência operacional e assegurar a conformidade com as leis e regulamentos. Um sistema de controle interno eficaz deve incluir componentes como ambiente de controle, avaliação de riscos, atividades de controle, informação e comunicação e monitoramento. Um controle interno inadequado pode resultar em ineficiências operacionais, desperdício de recursos, fraudes, erros e irregularidades, afetando negativamente a gestão pública e a responsabilização de gestores. Além disso, falhas no controle interno podem levar a sanções legais, perda de credibilidade e confiança por parte da sociedade e prejuízos ao interesse público.",7,4
discursive,2023,"Descreva o processo de auditoria governamental, incluindo as etapas de planejamento, execução e relatório. Explique também a importância da independência e objetividade do auditor no contexto da auditoria governamental.","O processo de auditoria governamental pode ser dividido em três etapas principais: planejamento, execução e relatório. Na etapa de planejamento, o auditor define o escopo e os objetivos da auditoria, identifica os riscos relevantes, estabelece a estratégia de auditoria e elabora um plano de trabalho detalhado. Durante a execução, o auditor realiza testes e verificações para coletar evidências de auditoria suficientes e apropriadas que respaldem suas conclusões e opiniões. Por fim, na etapa de relatório, o auditor comunica os resultados da auditoria por meio de um relatório formal que inclui as constatações, conclusões e recomendações. A independência e objetividade do auditor são fundamentais no contexto da auditoria governamental, pois garantem a credibilidade e a confiabilidade das conclusões e opiniões do auditor, evitando conflitos de interesse e possíveis distorções nos resultados da auditoria. A independência e objetividade do auditor contribuem para a promoção da transparência, da responsabilidade e da melhoria da gestão pública.",6,4
discursive,2023,"Explique o conceito de Princípio da Competência e apresente um exemplo de sua aplicação em uma situação prática. Além disso, explique como o Princípio da Competência se relaciona com o Princípio da Realização.","O Princípio da Competência é um conceito fundamental na Contabilidade que estabelece que as receitas e despesas devem ser reconhecidas no período em que são incorridas, independentemente do momento em que o pagamento é efetuado. Um exemplo prático é uma empresa que vende produtos a prazo. Mesmo que o pagamento seja recebido em uma data futura, a receita deve ser registrada no momento da venda. O Princípio da Competência está relacionado ao Princípio da Realização, pois ambos visam a mensurar corretamente o resultado das operações de uma entidade. Enquanto o Princípio da Competência determina o momento em que as receitas e despesas são reconhecidas, o Princípio da Realização estabelece que a receita é reconhecida quando a entidade realiza a venda ou presta o serviço.",7,5
discursive,2023,Descreva e explique o processo de apuração do Resultado do Exercício (RE) e como ele se relaciona com a Demonstração do Resultado do Exercício (DRE). Inclua em sua resposta as principais contas envolvidas e as etapas do processo.,"O Resultado do Exercício (RE) é a diferença entre as receitas e despesas de uma empresa em um período. A Demonstração do Resultado do Exercício (DRE) é um relatório contábil que apresenta essa apuração de forma detalhada e estruturada. As principais contas envolvidas no RE incluem Receitas, Despesas, Custo dos Produtos Vendidos (CPV), Custo das Mercadorias Vendidas (CMV), entre outras. O processo de apuração do RE envolve as seguintes etapas: 1) Levantamento das receitas e despesas; 2) Classificação das contas; 3) Apuração do lucro bruto (receitas menos CPV ou CMV); 4) Apuração do lucro operacional (lucro bruto menos despesas operacionais); e 5) Apuração do lucro líquido (lucro operacional menos despesas não operacionais e impostos).",7,5
